solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverMemOut, SolverNodes, SolverSatisfiable, SolverSetupTime, SolverSolutionsFound, SolverSolveTime, SolverTimeOut, SolverTotalTime, TotalTime
minionpar, 15, 044, NA, NA, 0, 0, 8.437, NA, 10920629348, 1, 0.002301, 14931099, 0.000852, 0, 3.54345, 11.98045
minionpar, 15, 045, NA, NA, 0, 0, 10.989, NA, 11729092706, 1, 0.003314, 18466282, 0.005123, 0, 4.35101, 15.34001
minionpar, 15, 046, NA, NA, 0, 0, 8.64, NA, 12554589442, 1, 0.002238, 22733292, 0.008802, 0, 3.53107, 12.17107
minionpar, 15, 047, NA, NA, 0, 0, 8.491, NA, 13393533602, 1, 0.002663, 27846913, 0, 0, 3.54707, 12.03807
minionpar, 15, 048, NA, NA, 0, 0, 8.546, NA, 14241910500, 1, 0.001915, 33929523, 0.002943, 0, 3.59307, 12.13907
minionpar, 15, 049, NA, NA, 0, 0, 14.856, NA, 15095321366, 1, 0.00434, 41103928, 0.001635, 0, 4.47669, 19.33269
minionpar, 15, 050, NA, NA, 0, 0, 16.743, NA, 15948882378, 1, 0.006996, 49492330, 0.005844, 0, 6.43176, 23.17476
minionpar, 15, 051, NA, NA, 0, 0, 8.696, NA, 16797321158, 1, 0.003737, 59207662, 0.001031, 0, 3.53476, 12.23076
minionpar, 15, 052, NA, NA, 0, 0, 8.503, NA, 17634945308, 1, 0.003579, 70350477, 0.001717, 0, 3.58218, 12.085180000000001
minionpar, 15, 053, NA, NA, 0, 0, 8.707, NA, 18455714389, 1, 0.003258, 82998129, 0.001182, 0, 3.56698, 12.273980000000002
minionpar, 15, 054, NA, NA, 0, 0, 8.608, NA, 19253202175, 1, 0.00152, 97199729, 0.000556, 0, 3.59135, 12.19935
minionpar, 15, 055, NA, NA, 0, 0, 8.781, NA, 20020635585, 1, 0.00174, 112964590, 0.002747, 0, 3.7106, 12.4916
minionpar, 15, 056, NA, NA, 0, 0, 8.697, NA, 20750861927, 1, 0.000914, 130259020, 6e-05, 0, 3.5711, 12.268099999999999
minionpar, 15, 057, NA, NA, 0, 0, 8.556, NA, 21436459443, 1, 0.002907, 148994844, 0.003087, 0, 3.54107, 12.097069999999999
minionpar, 15, 058, NA, NA, 0, 0, 8.593, NA, 22069672682, 1, 0.002225, 169026481, 0.003748, 0, 3.58673, 12.17973
minionpar, 15, 059, NA, NA, 0, 0, 8.725, NA, 22642464844, 1, 0.00143, 190144140, 0.000429, 0, 3.57181, 12.29681
minionpar, 15, 060, NA, NA, 0, 0, 8.716, NA, 23146559960, 1, 0.002596, 212072813, 0.001635, 0, 3.60074, 12.31674
minionpar, 15, 061, NA, NA, 0, 0, 16.278, NA, 23573547845, 1, 0.005517, 234468303, 0.002995, 0, 6.32456, 22.602559999999997
minionpar, 15, 062, NA, NA, 0, 0, 8.573, NA, 23914956998, 1, 0.001808, 256923431, 0.000844, 0, 3.62655, 12.19955
minionpar, 15, 063, NA, NA, 0, 0, 10.265, NA, 24162460323, 1, 0.005883, 278971752, 0.003624, 0, 4.72018, 14.98518
minionpar, 15, 064, NA, NA, 0, 0, 9.533, NA, 24308071617, 1, 0.003444, 300099958, 0.002382, 0, 3.91193, 13.44493
minionpar, 15, 065, NA, NA, 0, 0, 8.778, NA, 24344368205, 1, 0.003404, 319758856, 0.000474, 0, 3.61991, 12.39791
minionpar, 15, 066, NA, NA, 0, 0, 8.582, NA, 24264714953, 1, 0.003532, 337381647, 0.005309, 0, 3.59153, 12.173530000000001
minionpar, 15, 067, NA, NA, 0, 0, 9.361, NA, 24063558706, 1, 0.002675, 352404340, 0.00613, 0, 3.87584, 13.23684
minionpar, 15, 068, NA, NA, 0, 0, 8.428, NA, 23736638590, 1, 0.002656, 364292662, 0.000139, 0, 3.62299, 12.05099
minionpar, 15, 069, NA, NA, 0, 0, 9.322, NA, 23281277762, 1, 0.002534, 372564950, 0.004152, 0, 3.97486, 13.296859999999999
minionpar, 15, 070, NA, NA, 0, 0, 8.734, NA, 22696668878, 1, 0.00151, 376818759, 0.00113, 0, 3.65224, 12.38624
minionpar, 15, 071, NA, NA, 0, 0, 8.601, NA, 21984129034, 1, 0.001645, 376755552, 0.001913, 0, 3.61541, 12.21641
minionpar, 15, 072, NA, NA, 0, 0, 8.645, NA, 21147397489, 1, 0.001861, 372202217, 0.001107, 0, 3.64835, 12.29335
minionpar, 15, 073, NA, NA, 0, 0, 8.713, NA, 20192827515, 1, 0.00344, 363128958, 0.006604, 0, 3.65772, 12.370719999999999
minionpar, 15, 074, NA, NA, 0, 0, 9.355, NA, 19129494316, 1, 0.003553, 349661138, 0.00054, 0, 3.85773, 13.21273
minionpar, 15, 075, NA, NA, 0, 0, 9.186, NA, 17969298550, 1, 0.003369, 332083400, 0.000676, 0, 3.88676, 13.07276
minionpar, 15, 076, NA, NA, 0, 0, 8.635, NA, 16726972473, 1, 0.002331, 310836526, 0.00418, 0, 3.59691, 12.23191
minionpar, 15, 077, NA, NA, 0, 0, 16.515, NA, 15419830905, 1, 0.006069, 286505241, 0.002704, 0, 6.40183, 22.91683
minionpar, 15, 078, NA, NA, 0, 0, 8.732, NA, 14067363169, 1, 0.003582, 259795766, 0.001901, 0, 3.68709, 12.419089999999999
minionpar, 15, 079, NA, NA, 0, 0, 9.34, NA, 12690835095, 1, 0.002379, 231506261, 0.00159, 0, 4.03034, 13.370339999999999
minionpar, 15, 080, NA, NA, 0, 0, 9.286, NA, 11312559549, 1, 0.003306, 202488149, 8.5e-05, 0, 3.9274, 13.2134
minionpar, 15, 081, NA, NA, 0, 0, 8.497, NA, 9955176239, 1, 0.002439, 173602270, 0.000462, 0, 3.68225, 12.17925
minionpar, 15, 082, NA, NA, 0, 0, 12.162, NA, 8640774840, 1, 0.007255, 145672010, 0.006842, 0, 6.37636, 18.53836
minionpar, 15, 083, NA, NA, 0, 0, 8.695, NA, 7389877576, 1, 0.00236, 119436252, 0.000898, 0, 3.65782, 12.352820000000001
minionpar, 15, 084, NA, NA, 0, 0, 8.697, NA, 6220598439, 1, 0.00269, 95507014, 0.000109, 0, 3.62685, 12.32385
minionpar, 15, 085, NA, NA, 0, 0, 9.188, NA, 5147927244, 1, 0.002408, 74335502, 0.000592, 0, 3.83248, 13.020480000000001
minionpar, 15, 086, NA, NA, 0, 0, 8.743, NA, 4182981550, 1, 0.003512, 56190580, 0.005695, 0, 3.58781, 12.33081
minionpar, 15, 087, NA, NA, 0, 0, 8.626, NA, 3332663087, 1, 0.002592, 41153099, 0.000556, 0, 3.66444, 12.29044
minionpar, 15, 088, NA, NA, 0, 0, 8.621, NA, 2599603910, 1, 0.003633, 29127256, 0, 0, 3.62199, 12.24299
minionpar, 15, 089, NA, NA, 0, 0, 8.678, NA, 1982071685, 1, 0.002157, 19868173, 0.000884, 0, 3.63783, 12.315830000000002
minionpar, 15, 090, NA, NA, 0, 0, 9.263, NA, 1474494706, 1, 0.002708, 13022372, 0.00018, 0, 3.69288, 12.95588
minionpar, 15, 091, NA, NA, 0, 0, 9.072, NA, 1067916990, 1, 0.002398, 8175257, 0.004903, 0, 3.77901, 12.851009999999999
minionpar, 15, 092, NA, NA, 0, 0, 8.968, NA, 749058966, 1, 0.000668, 4898494, 8.4e-05, 0, 3.58408, 12.55208
minionpar, 15, 093, NA, NA, 0, 0, 12.65, NA, 501710431, 1, 9.4e-05, 2790418, 0.001206, 0, 3.46592, 16.11592
minionpar, 15, 094, NA, NA, 0, 0, 13.711, NA, 314467378, 1, 0.002634, 1504468, 0.000891, 0, 3.62175, 17.33275
minionpar, 15, 095, NA, NA, 0, 0, 11.996, NA, 180265008, 1, 0.002676, 763742, 0.003851, 0, 3.16974, 15.16574
minionpar, 15, 096, NA, NA, 0, 0, 15.046, NA, 92616870, 1, 0.002399, 362800, 0.001569, 0, 3.01633, 18.06233
minionpar, 15, 097, NA, NA, 0, 0, 15.682, NA, 40577746, 1, 0.001819, 160045, 0.000388, 0, 3.15693, 18.83893
minionpar, 15, 098, NA, NA, 0, 0, 21.887, NA, 15210905, 1, 0.0041, 64938, 0.001785, 0, 4.85773, 26.74473
minionpar, 15, 099, NA, NA, 0, 0, 63.077, NA, 5016394, 1, 0.003035, 23933, 0.001621, 0, 2.95576, 66.03276
minionpar, 15, 100, NA, NA, 0, 0, 16.921, NA, 1124420, 1, 0.00151, 7877, 0.000839, 0, 2.54578, 19.46678
minionpar, 15, 101, NA, NA, 0, 0, 10.964, NA, 45014, 1, 0, 2260, 0.000621, 0, 0.866142, 11.830142
minionpar, 15, 102, NA, NA, 0, 0, 6.988, NA, 4447, 1, 0, 545, 0.000425, 0, 0.519171, 7.5071710000000005
minionpar, 15, 103, NA, NA, 0, 0, 5.587, NA, 420, 1, 0.000319, 104, 0, 0, 0.149293, 5.736293
minionpar, 15, 104, NA, NA, 0, 0, 5.283, NA, 28, 1, 0.0003, 14, 6.4e-05, 0, 0.009089, 5.292089000000001
minionpar, 15, 105, NA, NA, 0, 0, 4.909, NA, 1, 1, 3.7e-05, 1, 2.1e-05, 0, 0.000604, 4.909604
minionpar, 16, 000, NA, NA, 0, 0, 6.654, NA, 1, 1, 3.5e-05, 1, 2.9e-05, 0, 0.000664, 6.654664
minionpar, 16, 001, NA, NA, 0, 0, 6.12, NA, 4, 1, 0.000155, 2, 0.00027, 0, 0.000797, 6.1207970000000005
minionpar, 16, 002, NA, NA, 0, 0, 6.878, NA, 20, 1, 0.000155, 5, 0.000543, 0, 0.002105, 6.880105
minionpar, 16, 003, NA, NA, 0, 0, 7.201, NA, 59, 1, 0.000271, 10, 0, 0, 0.016795, 7.217795
minionpar, 16, 004, NA, NA, 0, 0, 8.972, NA, 199, 1, 0, 20, 0.000893, 0, 0.054798, 9.026798
minionpar, 16, 005, NA, NA, 0, 0, 10.365, NA, 465, 1, 0.000673, 36, 0.001625, 0, 0.15913, 10.52413
minionpar, 16, 006, NA, NA, 0, 0, 16.109, NA, 1408, 1, 0.000567, 65, 0.000906, 0, 0.332874, 16.441874000000002
minionpar, 16, 007, NA, NA, 0, 0, 31.718, NA, 306621, 1, 0.00364, 110, 0.018295, 0, 4.77187, 36.489869999999996
minionpar, 16, 008, NA, NA, 0, 0, 27.591, NA, 4965733, 1, 0.003368, 185, 0.048153, 0, 5.12071, 32.711710000000004
minionpar, 16, 009, NA, NA, 0, 0, 22.78, NA, 16681203, 1, 0.003578, 300, 0.035294, 0, 5.25587, 28.035870000000003
minionpar, 16, 010, NA, NA, 0, 0, 47.46, NA, 40157793, 1, 0.004495, 481, 0.559146, 0, 8.02078, 55.48078
minionpar, 16, 011, NA, NA, 0, 0, 17.218, NA, 80620420, 1, 0.002802, 752, 0.079563, 0, 5.37517, 22.59317
minionpar, 16, 012, NA, NA, 0, 0, 17.395, NA, 131328597, 1, 0.004345, 1165, 0.076989, 0, 5.4933, 22.8883
minionpar, 16, 013, NA, NA, 0, 0, 17.485, NA, 194804240, 1, 0.003764, 1770, 0.008285, 0, 5.51281, 22.99781
minionpar, 16, 014, NA, NA, 0, 0, 11.849, NA, 291280495, 1, 0.002874, 2665, 0.017341, 0, 5.58287, 17.43187
minionpar, 16, 015, NA, NA, 0, 0, 12.472, NA, 397339961, 1, 0.002665, 3952, 1.65118, 0, 7.5833, 20.0553
minionpar, 16, 016, NA, NA, 0, 0, 12.032, NA, 526743319, 1, 0.003444, 5808, 0.009236, 0, 5.42691, 17.45891
minionpar, 16, 017, NA, NA, 0, 0, 11.879, NA, 688907756, 1, 0.002565, 8432, 0.011539, 0, 5.36942, 17.24842
minionpar, 16, 018, NA, NA, 0, 0, 11.929, NA, 889641973, 1, 0.003564, 12142, 0.012061, 0, 5.37104, 17.30004
minionpar, 16, 019, NA, NA, 0, 0, 11.644, NA, 1135851234, 1, 0.003721, 17302, 0.008506, 0, 5.35648, 17.00048
minionpar, 16, 020, NA, NA, 0, 0, 11.965, NA, 1434353447, 1, 0.003491, 24470, 0.101669, 0, 5.60622, 17.57122
minionpar, 16, 021, NA, NA, 0, 0, 11.71, NA, 1793410714, 1, 0.004938, 34298, 0.049679, 0, 5.41858, 17.12858
minionpar, 16, 022, NA, NA, 0, 0, 11.773, NA, 2221054521, 1, 0.002673, 47736, 0.012952, 0, 5.34837, 17.12137
minionpar, 16, 023, NA, NA, 0, 0, 11.81, NA, 2726489439, 1, 0.00451, 65916, 0.013359, 0, 5.36606, 17.17606
minionpar, 16, 024, NA, NA, 0, 0, 11.709, NA, 3318991367, 1, 0.003785, 90431, 0.006345, 0, 5.32338, 17.03238
minionpar, 16, 025, NA, NA, 0, 0, 11.812, NA, 4008664313, 1, 0.00344, 123184, 0.014101, 0, 5.21709, 17.02909
minionpar, 16, 026, NA, NA, 0, 0, 11.617, NA, 4805241524, 1, 0.003702, 166825, 0.008677, 0, 5.33734, 16.954340000000002
minionpar, 16, 027, NA, NA, 0, 0, 11.737, NA, 5719948666, 1, 0.003773, 224482, 0.006203, 0, 5.24085, 16.97785
minionpar, 16, 028, NA, NA, 0, 0, 11.703, NA, 6762986177, 1, 0.002487, 300396, 0.011697, 0, 5.36343, 17.06643
minionpar, 16, 029, NA, NA, 0, 0, 11.619, NA, 7945543506, 1, 0.003657, 399677, 0.009343, 0, 5.27007, 16.88907
minionpar, 16, 030, NA, NA, 0, 0, 11.61, NA, 9278463952, 1, 0.004499, 529060, 0.009074, 0, 5.22063, 16.83063
minionpar, 16, 031, NA, NA, 0, 0, 11.624, NA, 10772828400, 1, 0.003469, 696635, 0.010311, 0, 5.27178, 16.895780000000002
minionpar, 16, 032, NA, NA, 0, 0, 11.727, NA, 12438708337, 1, 0.002109, 912963, 0.008685, 0, 5.34574, 17.07274
minionpar, 16, 033, NA, NA, 0, 0, 11.779, NA, 14285964148, 1, 0.004601, 1190716, 0.00982, 0, 5.33875, 17.11775
minionpar, 16, 034, NA, NA, 0, 0, 11.655, NA, 16323199736, 1, 0.004573, 1546182, 0.009494, 0, 5.29891, 16.95391
minionpar, 16, 035, NA, NA, 0, 0, 11.614, NA, 18559022261, 1, 0.002847, 1998983, 0.002366, 0, 5.17694, 16.79094
minionpar, 16, 036, NA, NA, 0, 0, 11.69, NA, 21001265945, 1, 0.003106, 2573979, 0.00905, 0, 5.14574, 16.83574
minionpar, 16, 037, NA, NA, 0, 0, 11.388, NA, 23657393398, 1, 0.002722, 3301057, 0.003493, 0, 5.19634, 16.58434
minionpar, 16, 038, NA, NA, 0, 0, 11.454, NA, 26533717300, 1, 0.004433, 4217831, 0.004101, 0, 5.15863, 16.61263
minionpar, 16, 039, NA, NA, 0, 0, 11.324, NA, 29635593371, 1, 0.003834, 5369411, 0.008958, 0, 5.16078, 16.48478
minionpar, 16, 040, NA, NA, 0, 0, 11.637, NA, 32966186068, 1, 0.004576, 6811907, 0.011918, 0, 5.16812, 16.805120000000002
minionpar, 16, 041, NA, NA, 0, 0, 11.52, NA, 36527147521, 1, 0.001726, 8612799, 0.002305, 0, 5.26755, 16.78755
minionpar, 16, 042, NA, NA, 0, 0, 11.873, NA, 40318544137, 1, 0.004327, 10855057, 0.003241, 0, 5.24966, 17.12266
minionpar, 16, 043, NA, NA, 0, 0, 11.753, NA, 44339438200, 1, 0.002033, 13637971, 0.015443, 0, 5.17023, 16.92323
minionpar, 16, 044, NA, NA, 0, 0, 11.802, NA, 48587554907, 1, 0.002198, 17082759, 0.002743, 0, 5.1977, 16.9997
minionpar, 16, 045, NA, NA, 0, 0, 11.662, NA, 53059539040, 1, 0.002566, 21333456, 0.017117, 0, 5.19311, 16.85511
minionpar, 16, 046, NA, NA, 0, 0, 11.395, NA, 57750071190, 1, 0.00357, 26563478, 0.006382, 0, 5.13751, 16.53251
minionpar, 16, 047, NA, NA, 0, 0, 11.625, NA, 62652263758, 1, 0.00361, 32977848, 0.003854, 0, 5.16765, 16.792650000000002
minionpar, 16, 048, NA, NA, 0, 0, 11.55, NA, 67757386475, 1, 0.002367, 40819720, 0.001983, 0, 5.11493, 16.664930000000002
minionpar, 16, 107, NA, NA, 0, 0, 17.553, NA, 2659661202, 1, 0.002153, 10370117, 0.005025, 0, 4.94669, 22.49969
minionpar, 16, 108, NA, NA, 0, 0, 16.588, NA, 1685868223, 1, 0.004399, 5600123, 0.004423, 0, 4.74342, 21.33142
minionpar, 16, 109, NA, NA, 0, 0, 16.306, NA, 987837007, 1, 0.003577, 2862225, 0.005305, 0, 4.61039, 20.91639
minionpar, 16, 110, NA, NA, 0, 0, 21.246, NA, 525122694, 1, 0.003256, 1377288, 0.002839, 0, 4.41833, 25.66433
minionpar, 16, 111, NA, NA, 0, 0, 20.134, NA, 250287456, 1, 0.003406, 620049, 0.002013, 0, 4.19601, 24.33001
minionpar, 16, 112, NA, NA, 0, 0, 19.882, NA, 99224624, 1, 0.004134, 259144, 0, 0, 4.03594, 23.91794
minionpar, 16, 113, NA, NA, 0, 0, 23.543, NA, 34558962, 1, 0.002378, 99566, 0.000305, 0, 3.93882, 27.48182
minionpar, 16, 114, NA, NA, 0, 0, 19.213, NA, 10666231, 1, 0.004556, 34720, 7.6e-05, 0, 3.76408, 22.97708
minionpar, 16, 115, NA, NA, 0, 0, 23.36, NA, 2095915, 1, 0.004065, 10800, 0, 0, 3.65868, 27.01868
minionpar, 16, 116, NA, NA, 0, 0, 15.839, NA, 68261, 1, 0.001195, 2924, 0.00125, 0, 1.15425, 16.99325
minionpar, 16, 117, NA, NA, 0, 0, 9.156, NA, 5617, 1, 0.000239, 664, 0.000857, 0, 0.617443, 9.773443
minionpar, 16, 118, NA, NA, 0, 0, 7.265, NA, 487, 1, 0.000195, 119, 0.001333, 0, 0.186338, 7.451338
minionpar, 16, 119, NA, NA, 0, 0, 6.057, NA, 30, 1, 0.000199, 15, 1.2e-05, 0, 0.010543, 6.067543000000001
minionpar, 16, 120, NA, NA, 0, 0, 6.262, NA, 1, 1, 3.9e-05, 1, 3e-05, 0, 0.00064, 6.262639999999999
minionpar, 17, 000, NA, NA, 0, 0, 10.224, NA, 1, 1, 4.6e-05, 1, 3.1e-05, 0, 0.000923, 10.224923
minionpar, 17, 001, NA, NA, 0, 0, 7.758, NA, 4, 1, 0.000137, 2, 0.000239, 0, 0.00104, 7.75904
minionpar, 17, 002, NA, NA, 0, 0, 8.095, NA, 20, 1, 0, 5, 0.00012, 0, 0.001154, 8.096154
minionpar, 17, 003, NA, NA, 0, 0, 8.461, NA, 59, 1, 0.000238, 10, 0, 0, 0.015445, 8.476445
minionpar, 17, 004, NA, NA, 0, 0, 10.471, NA, 199, 1, 0.000305, 20, 0.000553, 0, 0.051951, 10.522951
minionpar, 17, 005, NA, NA, 0, 0, 26.577, NA, 465, 1, 0.000933, 36, 1.4e-05, 0, 0.260658, 26.837658
minionpar, 17, 006, NA, NA, 0, 0, 21.184, NA, 1408, 1, 0, 65, 0.00023, 0, 0.320446, 21.504446
minionpar, 17, 007, NA, NA, 0, 0, 38.589, NA, 2716, 1, 4.9e-05, 110, 0.000657, 0, 0.690376, 39.279376
minionpar, 17, 008, NA, NA, 0, 0, 38.355, NA, 3500098, 1, 0.004781, 185, 0.549394, 0, 19.1149, 57.469899999999996
minionpar, 17, 009, NA, NA, 0, 0, 30.869, NA, 30168231, 1, 0.003128, 300, 1.37018, 0, 9.87419, 40.74319
minionpar, 17, 010, NA, NA, 0, 0, 57.163, NA, 78031706, 1, 0.006447, 481, 4.08808, 0, 19.8319, 76.9949
minionpar, 17, 011, NA, NA, 0, 0, 31.4, NA, 165446087, 1, 0.003246, 752, 2.36124, 0, 12.362, 43.762
minionpar, 17, 012, NA, NA, 0, 0, 23.55, NA, 305410117, 1, 0.002958, 1165, 1.40057, 0, 8.94806, 32.49806
minionpar, 17, 013, NA, NA, 0, 0, 24.305, NA, 477475610, 1, 0.008032, 1770, 2.83512, 0, 17.2438, 41.5488
minionpar, 17, 014, NA, NA, 0, 0, 24.086, NA, 694947923, 1, 0.00355, 2665, 1.33732, 0, 18.0207, 42.106700000000004
minionpar, 17, 015, NA, NA, 0, 0, 16.243, NA, 1025778192, 1, 0.003974, 3956, 1.83348, 0, 10.1774, 26.4204
minionpar, 17, 016, NA, NA, 0, 0, 16.692, NA, 1397655997, 1, 0.005094, 5818, 0.01363, 0, 7.7187, 24.4107
minionpar, 17, 017, NA, NA, 0, 0, 15.522, NA, 1857412345, 1, 0.003425, 8456, 0.006755, 0, 7.52078, 23.04278
minionpar, 17, 020, NA, NA, 0, 0, 19.33, NA, 4052413471, 1, 0.00506, 24654, 5.28846, 0, 15.0723, 34.4023
minionpar, 18, 000, NA, NA, 0, 0, 9.913, NA, 1, 1, 4.5e-05, 1, 2.6e-05, 0, 0.000669, 9.913669
minionpar, 18, 001, NA, NA, 0, 0, 9.817, NA, 4, 1, 0, 2, 0, 0, 0, 9.817
minionpar, 18, 002, NA, NA, 0, 0, 10.147, NA, 20, 1, 0.000165, 5, 0.000417, 0, 0.002086, 10.149086
minionpar, 18, 003, NA, NA, 0, 0, 10.138, NA, 59, 1, 0.000248, 10, 0.000689, 0, 0.016875, 10.154875
minionpar, 18, 004, NA, NA, 0, 0, 13.075, NA, 199, 1, 0.000293, 20, 0, 0, 0.054306, 13.129306
minionpar, 18, 005, NA, NA, 0, 0, 15.958, NA, 465, 1, 0.000642, 36, 0, 0, 0.161991, 16.119991
minionpar, 18, 006, NA, NA, 0, 0, 17.838, NA, 1408, 1, 0.000531, 65, 0.000748, 0, 0.325942, 18.163942000000002
minionpar, 18, 007, NA, NA, 0, 0, 33.778, NA, 2716, 1, 4.7e-05, 110, 0.000349, 0, 0.682686, 34.460685999999995
minionpar, 18, 008, NA, NA, 0, 0, 60.163, NA, 2846021, 1, 0.005863, 185, 0.082937, 0, 9.62784, 69.79084
minionpar, 18, 009, NA, NA, 0, 0, 51.537, NA, 42791211, 1, 0.004648, 300, 3.72928, 0, 13.9044, 65.4414
minionpar, 18, 010, NA, NA, 0, 0, 122.495, NA, 145786580, 1, 0.012393, 481, 5.42154, 0, 30.278, 152.773
minionpar, 18, 015, NA, NA, 0, 0, 45.954, NA, 2423336290, 1, 0.00997, 3956, 29.0165, 0, 48.3518, 94.3058
minionpar, 18, 016, NA, NA, 0, 0, 20.475, NA, 3536125731, 1, 0.005004, 5822, 0.01878, 0, 10.613, 31.088
minionpar, 18, 017, NA, NA, 0, 0, 21.198, NA, 4814186721, 1, 0.004834, 8466, 0.024225, 0, 10.8003, 31.9983
minionpar, 18, 018, NA, NA, 0, 0, 20.711, NA, 6406634477, 1, 0.003889, 12216, 0.027185, 0, 10.5822, 31.2932
minionpar, 18, 020, NA, NA, 0, 0, 25.228, NA, 10959943858, 1, 0.005826, 24754, 42.1203, 0, 57.023, 82.251
minionpar, 19, 000, NA, NA, 0, 0, 12.356, NA, 1, 1, 4.5e-05, 1, 3.9e-05, 0, 0.000702, 12.356702
minionpar, 19, 001, NA, NA, 0, 0, 12.056, NA, 4, 1, 0, 2, 0, 0, 0, 12.056
minionpar, 19, 002, NA, NA, 0, 0, 12.326, NA, 20, 1, 0.000178, 5, 0.000507, 0, 0.002527, 12.328527000000001
minionpar, 19, 003, NA, NA, 0, 0, 12.195, NA, 59, 1, 0.000228, 10, 0, 0, 0.016276, 12.211276
minionpar, 19, 004, NA, NA, 0, 0, 15.831, NA, 199, 1, 0.000274, 20, 0, 0, 0.054806, 15.885805999999999
minionpar, 19, 005, NA, NA, 0, 0, 18.877, NA, 465, 1, 0, 36, 0.000351, 0, 0.154431, 19.031430999999998
minionpar, 19, 006, NA, NA, 0, 0, 22.324, NA, 1408, 1, 0.000596, 65, 0, 0, 0.3288, 22.652800000000003
minionpar, 19, 007, NA, NA, 0, 0, 41.166, NA, 2716, 1, 0.000791, 110, 0.000446, 0, 0.704627, 41.870627
minionpar, 19, 008, NA, NA, 0, 0, 80.798, NA, 2817056, 1, 0.006921, 185, 0.195805, 0, 13.0916, 93.8896
minionpar, 19, 009, NA, NA, 0, 0, 68.163, NA, 29065045, 1, 0.0051, 300, 2.68266, 0, 16.0426, 84.2056
minionpar, 19, 010, NA, NA, 0, 0, 138.571, NA, 263935010, 1, 0.016898, 481, 47.239, 0, 83.2669, 221.8379
minionpar, 19, 015, NA, NA, 0, 0, 134.041, NA, 5805861039, 1, 0.018614, 3956, 130.632, 0, 180.307, 314.34799999999996
minionpar, 19, 016, NA, NA, 0, 0, 43.24, NA, 8269919165, 1, 0.00641, 5822, 0.434949, 0, 15.1931, 58.4331
minionpar, 19, 017, NA, NA, 0, 0, 27.386, NA, 11957637976, 1, 0.003963, 8470, 0.5424, 0, 15.2877, 42.6737
minionpar, 19, 018, NA, NA, 0, 0, 27.302, NA, 16254286503, 1, 0.004877, 12226, 0.614688, 0, 15.1281, 42.430099999999996
minionpar, 20, 000, NA, NA, 0, 0, 16.377, NA, 1, 1, 0, 1, 0, 0, 0, 16.377
minionpar, 20, 001, NA, NA, 0, 0, 14.916, NA, 4, 1, 0.000144, 2, 0.000307, 0, 0.00112, 14.91712
minionpar, 20, 002, NA, NA, 0, 0, 15.441, NA, 20, 1, 0, 5, 0, 0, 0.001094, 15.442094
minionpar, 20, 003, NA, NA, 0, 0, 15.991, NA, 59, 1, 0, 10, 0.000698, 0, 0.015871, 16.006871
minionpar, 20, 004, NA, NA, 0, 0, 19.45, NA, 199, 1, 0.000258, 20, 0.000705, 0, 0.051899, 19.501898999999998
minionpar, 20, 005, NA, NA, 0, 0, 38.539, NA, 465, 1, 0.000842, 36, 0, 0, 0.271611, 38.810611
minionpar, 20, 006, NA, NA, 0, 0, 27.686, NA, 1408, 1, 0, 65, 2.7e-05, 0, 0.318554, 28.004554
minionpar, 20, 007, NA, NA, 0, 0, 51.839, NA, 2716, 1, 0.000737, 110, 0, 0, 0.687627, 52.526627
minionpar, 20, 008, NA, NA, 0, 0, 126.347, NA, 2727580, 1, 0.007137, 185, 0.783662, 0, 17.9658, 144.31279999999998
minionpar, 20, 009, NA, NA, 0, 0, 109.355, NA, 24615401, 1, 0.010268, 300, 6.55219, 0, 23.9929, 133.3479
minionpar, 20, 010, NA, NA, 0, 0, 164.607, NA, 411745588, 1, 0.017671, 481, 302.555, 0, 350.13, 514.737
minionpar, 20, 017, NA, NA, 0, 0, 55.041, NA, 27694033201, 1, 0.009575, 8470, 3.25276, 0, 23.1484, 78.18939999999999
minionpar, 20, 018, NA, NA, 0, 0, 35.953, NA, 39699763936, 1, 0.008245, 12230, 16.5855, 0, 36.0586, 72.0116
minionpar, 21, 000, NA, NA, 0, 0, 18.379, NA, 1, 1, 3.1e-05, 1, 2.1e-05, 0, 0.0006, 18.3796
minionpar, 21, 001, NA, NA, 0, 0, 17.532, NA, 4, 1, 0.000149, 2, 0.000247, 0, 0.001084, 17.533084
minionpar, 21, 002, NA, NA, 0, 0, 18.97, NA, 20, 1, 0.000161, 5, 0, 0, 0.001972, 18.971971999999997
minionpar, 21, 003, NA, NA, 0, 0, 19.047, NA, 59, 1, 0, 10, 0, 0, 0.015038, 19.062038
minionpar, 21, 004, NA, NA, 0, 0, 24.302, NA, 199, 1, 0.000272, 20, 0.000702, 0, 0.053157, 24.355157
minionpar, 21, 005, NA, NA, 0, 0, 27.772, NA, 465, 1, 0.000424, 36, 0.000585, 0, 0.146117, 27.918117
minionpar, 21, 006, NA, NA, 0, 0, 31.676, NA, 1408, 1, 0.000214, 65, 0.00062, 0, 0.324114, 32.000113999999996
minionpar, 21, 007, NA, NA, 0, 0, 64.996, NA, 2716, 1, 0.000897, 110, 0.001673, 0, 0.680787, 65.67678699999999
minionpar, 21, 008, NA, NA, 0, 0, 120.43, NA, 7497, 1, 0.001295, 185, 0.000761, 0, 1.34484, 121.77484000000001
