solver, length, nbInv, SATClauses, SATVars, SavileRowClauseOut, SavileRowTimeOut, SavileRowTotalTime, SolverMemOut, SolverNodes, SolverSatisfiable, SolverSetupTime, SolverSolutionsFound, SolverSolveTime, SolverTimeOut, SolverTotalTime, TotalTime
minionpar, 13, 019, NA, NA, 0, 0, 5.107, NA, 38384819, 1, 0.001862, 16216, 0.003707, 0, 1.74762, 6.854620000000001
minionpar, 13, 020, NA, NA, 0, 0, 4.703, NA, 45710844, 1, 0.00155, 22632, 0.000515, 0, 1.75726, 6.46026
minionpar, 13, 021, NA, NA, 0, 0, 4.604, NA, 53924057, 1, 0.001974, 31266, 0.001368, 0, 1.73743, 6.34143
minionpar, 13, 022, NA, NA, 0, 0, 4.691, NA, 63032492, 1, 0.001017, 42845, 0.00107, 0, 1.7202, 6.4112
minionpar, 13, 023, NA, NA, 0, 0, 4.74, NA, 73052796, 1, 0.002111, 58213, 0, 0, 1.71272, 6.45272
minionpar, 13, 024, NA, NA, 0, 0, 4.706, NA, 83980504, 1, 0.000944, 78531, 0.001468, 0, 1.71501, 6.421010000000001
minionpar, 13, 025, NA, NA, 0, 0, 4.805, NA, 95796927, 1, 0.001094, 105137, 0.001145, 0, 1.7239, 6.5289
minionpar, 13, 026, NA, NA, 0, 0, 4.893, NA, 108462906, 1, 0.001879, 139867, 0.008513, 0, 1.95487, 6.84787
minionpar, 13, 027, NA, NA, 0, 0, 4.684, NA, 121946672, 1, 0.000986, 184814, 0, 0, 1.704, 6.388
minionpar, 13, 028, NA, NA, 0, 0, 4.655, NA, 136201553, 1, 0.002027, 242710, 0.000655, 0, 1.72936, 6.38436
minionpar, 13, 029, NA, NA, 0, 0, 4.695, NA, 151174320, 1, 0, 316693, 0.000861, 0, 1.72488, 6.41988
minionpar, 13, 030, NA, NA, 0, 0, 4.722, NA, 166789460, 1, 0.000894, 410669, 0.001372, 0, 1.71253, 6.4345300000000005
minionpar, 13, 031, NA, NA, 0, 0, 4.587, NA, 182953059, 1, 0.000872, 528943, 8.6e-05, 0, 1.72572, 6.31272
minionpar, 13, 032, NA, NA, 0, 0, 4.695, NA, 199552088, 1, 0.002154, 676748, 0.000801, 0, 1.70917, 6.404170000000001
minionpar, 13, 033, NA, NA, 0, 0, 4.678, NA, 216474679, 1, 0.000944, 859401, 0.000931, 0, 1.71425, 6.39225
minionpar, 13, 034, NA, NA, 0, 0, 4.669, NA, 233579484, 1, 0.001897, 1082745, 0.000564, 0, 1.72728, 6.396279999999999
minionpar, 13, 035, NA, NA, 0, 0, 4.661, NA, 250716913, 1, 0.001899, 1352295, 0.001948, 0, 1.73793, 6.39893
minionpar, 13, 036, NA, NA, 0, 0, 9.749, NA, 267721779, 1, 0.00207, 1673211, 0.002452, 0, 1.75089, 11.49989
minionpar, 13, 037, NA, NA, 0, 0, 4.669, NA, 284418782, 1, 0.001815, 2049259, 0.001865, 0, 1.72911, 6.398109999999999
minionpar, 13, 038, NA, NA, 0, 0, 4.641, NA, 300613586, 1, 0, 2483103, 0.000659, 0, 1.70323, 6.34423
minionpar, 13, 039, NA, NA, 0, 0, 4.721, NA, 316101388, 1, 0.001012, 2975033, 0.002542, 0, 1.72365, 6.44465
minionpar, 13, 040, NA, NA, 0, 0, 4.699, NA, 330658213, 1, 0.001993, 3522944, 0.000445, 0, 1.72093, 6.41993
minionpar, 13, 041, NA, NA, 0, 0, 4.633, NA, 344050357, 1, 0.001573, 4121303, 0.001549, 0, 1.70576, 6.33876
minionpar, 13, 042, NA, NA, 0, 0, 4.598, NA, 356037505, 1, 0.000977, 4761111, 0.000749, 0, 1.72415, 6.32215
minionpar, 13, 043, NA, NA, 0, 0, 4.859, NA, 366372302, 1, 0.001916, 5429597, 0, 0, 1.71678, 6.57578
minionpar, 13, 044, NA, NA, 0, 0, 4.744, NA, 374799814, 1, 0.001887, 6110716, 0.000244, 0, 1.70385, 6.44785
minionpar, 13, 045, NA, NA, 0, 0, 4.674, NA, 381069172, 1, 0.000804, 6784483, 0.000472, 0, 1.72657, 6.40057
minionpar, 13, 046, NA, NA, 0, 0, 4.663, NA, 384935126, 1, 0.002095, 7428206, 0.001452, 0, 1.72148, 6.38448
minionpar, 13, 047, NA, NA, 0, 0, 4.671, NA, 386172858, 1, 0.001572, 8016965, 1.4e-05, 0, 1.7201, 6.3911
minionpar, 13, 048, NA, NA, 0, 0, 4.685, NA, 384589588, 1, 0.00102, 8524953, 0.001762, 0, 1.72115, 6.406149999999999
minionpar, 13, 049, NA, NA, 0, 0, 4.61, NA, 380032991, 1, 0.001007, 8926906, 0.000548, 0, 1.7202, 6.3302000000000005
minionpar, 13, 050, NA, NA, 0, 0, 7.137, NA, 372394059, 1, 0.001679, 9199759, 0.002465, 0, 2.30254, 9.43954
minionpar, 13, 051, NA, NA, 0, 0, 4.711, NA, 361628920, 1, 0.002007, 9324202, 0.000647, 0, 1.72804, 6.43904
minionpar, 13, 052, NA, NA, 0, 0, 4.621, NA, 347767943, 1, 0.001235, 9286704, 0.002591, 0, 1.73056, 6.351560000000001
minionpar, 13, 053, NA, NA, 0, 0, 4.717, NA, 330923094, 1, 0.001854, 9080954, 0.001, 0, 1.74778, 6.464779999999999
minionpar, 13, 054, NA, NA, 0, 0, 4.612, NA, 311306825, 1, 0.001499, 8708767, 0.001228, 0, 1.72266, 6.33466
minionpar, 13, 055, NA, NA, 0, 0, 4.714, NA, 289232353, 1, 0.001867, 8181018, 0.001309, 0, 1.71114, 6.425140000000001
minionpar, 13, 056, NA, NA, 0, 0, 4.589, NA, 265113799, 1, 0.001965, 7517382, 0.001825, 0, 1.70898, 6.297980000000001
minionpar, 13, 057, NA, NA, 0, 0, 4.692, NA, 239460485, 1, 0.001878, 6745665, 0.001501, 0, 1.78127, 6.47327
minionpar, 13, 058, NA, NA, 0, 0, 4.733, NA, 212860897, 1, 0.001908, 5900205, 0.000782, 0, 1.74031, 6.47331
minionpar, 13, 059, NA, NA, 0, 0, 4.702, NA, 185951118, 1, 0, 5019508, 0, 0, 1.72527, 6.42727
minionpar, 13, 060, NA, NA, 0, 0, 4.635, NA, 159396626, 1, 0.00159, 4143349, 0.001196, 0, 1.72997, 6.36497
minionpar, 13, 061, NA, NA, 0, 0, 4.746, NA, 133851921, 1, 0.001102, 3309448, 0.001966, 0, 1.72642, 6.4724200000000005
minionpar, 13, 062, NA, NA, 0, 0, 4.725, NA, 109900310, 1, 0.00193, 2550134, 0.000694, 0, 1.72502, 6.450019999999999
minionpar, 13, 063, NA, NA, 0, 0, 4.742, NA, 88056292, 1, 0.001568, 1889474, 0.00092, 0, 1.71596, 6.45796
minionpar, 13, 064, NA, NA, 0, 0, 4.69, NA, 68707215, 1, 0.001961, 1341347, 0.002341, 0, 1.75416, 6.44416
minionpar, 13, 065, NA, NA, 0, 0, 4.855, NA, 52088295, 1, 0.000695, 908855, 0.001596, 0, 1.74934, 6.6043400000000005
minionpar, 13, 066, NA, NA, 0, 0, 6.129, NA, 38278308, 1, 0.002256, 585320, 0.002391, 0, 2.00032, 8.12932
minionpar, 13, 067, NA, NA, 0, 0, 4.819, NA, 27046622, 1, 0.001574, 356654, 0.001041, 0, 1.72581, 6.54481
minionpar, 13, 068, NA, NA, 0, 0, 6.45, NA, 17946555, 1, 0.001931, 204550, 0.00086, 0, 1.64275, 8.09275
minionpar, 13, 069, NA, NA, 0, 0, 6.206, NA, 10886237, 1, 0.001863, 109754, 0.001297, 0, 1.58115, 7.7871500000000005
minionpar, 13, 070, NA, NA, 0, 0, 7.865, NA, 5826213, 1, 0.001603, 54694, 0.001732, 0, 1.49573, 9.36073
minionpar, 13, 071, NA, NA, 0, 0, 7.694, NA, 2676702, 1, 0.000993, 25083, 4.5e-05, 0, 1.42737, 9.12137
minionpar, 13, 072, NA, NA, 0, 0, 6.306, NA, 1014447, 1, 0.000938, 10461, 0.00053, 0, 1.40765, 7.71365
minionpar, 13, 073, NA, NA, 0, 0, 8.97, NA, 266121, 1, 0.001952, 3904, 0.001234, 0, 1.31835, 10.288350000000001
minionpar, 13, 074, NA, NA, 0, 0, 5.445, NA, 19356, 1, 0.000545, 1274, 0.000341, 0, 0.492686, 5.937686
minionpar, 13, 075, NA, NA, 0, 0, 4.243, NA, 2618, 1, 0, 351, 0.000163, 0, 0.341081, 4.584081
minionpar, 13, 076, NA, NA, 0, 0, 3.319, NA, 301, 1, 0.000253, 77, 0.000173, 0, 0.102169, 3.421169
minionpar, 13, 077, NA, NA, 0, 0, 2.84, NA, 24, 1, 0.00025, 12, 0.000158, 0, 0.00617, 2.84617
minionpar, 13, 078, NA, NA, 0, 0, 2.83, NA, 1, 1, 0, 1, 0, 0, 0, 2.83
minionpar, 14, 000, NA, NA, 0, 0, 3.678, NA, 1, 1, 5.8e-05, 1, 3.3e-05, 0, 0.000678, 3.678678
minionpar, 14, 001, NA, NA, 0, 0, 3.802, NA, 4, 1, 0, 2, 0, 0, 0, 3.802
minionpar, 14, 002, NA, NA, 0, 0, 3.929, NA, 20, 1, 0, 5, 0.000287, 0, 0.001537, 3.9305369999999997
minionpar, 14, 003, NA, NA, 0, 0, 3.954, NA, 59, 1, 0.000281, 10, 0.00054, 0, 0.017589, 3.9715890000000003
minionpar, 14, 004, NA, NA, 0, 0, 4.98, NA, 199, 1, 0.000271, 20, 0, 0, 0.056551, 5.036551
minionpar, 14, 005, NA, NA, 0, 0, 6.177, NA, 465, 1, 0, 36, 0.001222, 0, 0.16118, 6.3381799999999995
minionpar, 14, 006, NA, NA, 0, 0, 10.141, NA, 1408, 1, 0.000547, 65, 0, 0, 0.353362, 10.494362
minionpar, 14, 007, NA, NA, 0, 0, 11.67, NA, 578430, 1, 0.002574, 110, 0.003782, 0, 2.48718, 14.15718
minionpar, 14, 008, NA, NA, 0, 0, 16.973, NA, 1863303, 1, 0.004703, 185, 0.005285, 0, 6.61726, 23.59026
minionpar, 14, 009, NA, NA, 0, 0, 12.067, NA, 4396580, 1, 0.002424, 300, 0.005859, 0, 2.70017, 14.76717
minionpar, 14, 010, NA, NA, 0, 0, 13.089, NA, 8885021, 1, 0.001765, 481, 0.002733, 0, 3.61578, 16.70478
minionpar, 14, 011, NA, NA, 0, 0, 9.49, NA, 14065671, 1, 0.002596, 752, 0.000522, 0, 2.76348, 12.25348
minionpar, 14, 012, NA, NA, 0, 0, 6.563, NA, 21924715, 1, 0.001263, 1165, 0.001464, 0, 2.75061, 9.31361
minionpar, 14, 013, NA, NA, 0, 0, 6.647, NA, 29954946, 1, 0.001724, 1766, 0.004157, 0, 2.76985, 9.41685
minionpar, 14, 014, NA, NA, 0, 0, 6.6, NA, 39438317, 1, 0.002466, 2651, 0.001402, 0, 2.79287, 9.39287
minionpar, 14, 015, NA, NA, 0, 0, 6.719, NA, 51129704, 1, 0.002767, 3918, 0.001083, 0, 2.68309, 9.402090000000001
minionpar, 14, 016, NA, NA, 0, 0, 6.58, NA, 65313283, 1, 0.002412, 5734, 0.000707, 0, 2.669, 9.249
minionpar, 14, 017, NA, NA, 0, 0, 6.522, NA, 82348405, 1, 0.002438, 8282, 0.00467, 0, 2.63969, 9.16169
minionpar, 14, 018, NA, NA, 0, 0, 6.683, NA, 102528216, 1, 0.001361, 11858, 0.000236, 0, 2.67783, 9.36083
minionpar, 14, 019, NA, NA, 0, 0, 9.919, NA, 126199493, 1, 0.003334, 16786, 0.000523, 0, 4.22935, 14.14835
minionpar, 14, 020, NA, NA, 0, 0, 6.66, NA, 153623945, 1, 0.000636, 23568, 0.002613, 0, 2.69722, 9.35722
minionpar, 14, 021, NA, NA, 0, 0, 6.803, NA, 185149123, 1, 0.003029, 32768, 0.005298, 0, 2.86811, 9.67111
minionpar, 14, 022, NA, NA, 0, 0, 6.543, NA, 221037373, 1, 0.002258, 45234, 0.00111, 0, 2.64764, 9.19064
minionpar, 14, 023, NA, NA, 0, 0, 6.515, NA, 261627456, 1, 0.002557, 61902, 0.004474, 0, 2.65519, 9.17019
minionpar, 14, 024, NA, NA, 0, 0, 6.377, NA, 307161286, 1, 0.001542, 84130, 0.001079, 0, 2.61839, 8.99539
minionpar, 14, 025, NA, NA, 0, 0, 6.446, NA, 357889651, 1, 0.001667, 113477, 0.001266, 0, 2.6247, 9.070699999999999
minionpar, 14, 026, NA, NA, 0, 0, 9.007, NA, 413936210, 1, 0.002017, 152101, 0.002887, 0, 3.6328, 12.6398
minionpar, 14, 027, NA, NA, 0, 0, 6.614, NA, 475422716, 1, 0.001845, 202507, 0.002038, 0, 2.60699, 9.22099
minionpar, 14, 028, NA, NA, 0, 0, 6.611, NA, 542375139, 1, 0.001252, 268085, 0.000828, 0, 2.61866, 9.229659999999999
minionpar, 14, 029, NA, NA, 0, 0, 6.569, NA, 614844293, 1, 0.002673, 352792, 0.00063, 0, 2.62076, 9.18976
minionpar, 14, 030, NA, NA, 0, 0, 6.543, NA, 692805970, 1, 0.001756, 461873, 0.003783, 0, 2.67817, 9.22117
minionpar, 14, 031, NA, NA, 0, 0, 6.509, NA, 776224051, 1, 0.001826, 601434, 0.004242, 0, 2.62313, 9.13213
minionpar, 14, 032, NA, NA, 0, 0, 6.532, NA, 864948012, 1, 0.001864, 779378, 0.00143, 0, 2.62276, 9.15476
minionpar, 14, 033, NA, NA, 0, 0, 6.539, NA, 958778617, 1, 0.002911, 1004933, 0.000666, 0, 2.63677, 9.17577
minionpar, 14, 034, NA, NA, 0, 0, 6.585, NA, 1057431351, 1, 0.000831, 1289658, 0.005198, 0, 2.67692, 9.26192
minionpar, 14, 035, NA, NA, 0, 0, 6.467, NA, 1160552241, 1, 0.001937, 1646934, 0.000237, 0, 2.61011, 9.07711
minionpar, 14, 036, NA, NA, 0, 0, 6.507, NA, 1267725347, 1, 0.001765, 2093048, 0.003003, 0, 2.66186, 9.168859999999999
minionpar, 14, 037, NA, NA, 0, 0, 6.58, NA, 1378493138, 1, 0.002704, 2646379, 0.000866, 0, 2.64701, 9.22701
minionpar, 14, 038, NA, NA, 0, 0, 6.57, NA, 1492311490, 1, 0.002313, 3328246, 0, 0, 2.61819, 9.18819
minionpar, 14, 039, NA, NA, 0, 0, 6.384, NA, 1608611182, 1, 0.002765, 4161918, 0.001535, 0, 2.63685, 9.02085
minionpar, 14, 040, NA, NA, 0, 0, 6.47, NA, 1726743349, 1, 0.00088, 5172714, 0.003625, 0, 2.63263, 9.10263
minionpar, 14, 041, NA, NA, 0, 0, 6.533, NA, 1845988059, 1, 0.002984, 6386373, 0.000233, 0, 2.62292, 9.15592
minionpar, 14, 042, NA, NA, 0, 0, 9.321, NA, 1965502225, 1, 0.003774, 7828508, 0.000557, 0, 3.8063, 13.1273
minionpar, 14, 043, NA, NA, 0, 0, 26.112, NA, 2084357420, 1, 0.005144, 9522733, 0.003321, 0, 6.13336, 32.24536
minionpar, 14, 044, NA, NA, 0, 0, 6.523, NA, 2201548260, 1, 0.00161, 11489526, 0.000685, 0, 2.65189, 9.17489
minionpar, 14, 045, NA, NA, 0, 0, 15.238, NA, 2316024461, 1, 0.004152, 13743958, 0.001927, 0, 5.46289, 20.70089
minionpar, 14, 046, NA, NA, 0, 0, 6.591, NA, 2426674504, 1, 0.001771, 16293863, 0.00636, 0, 2.61961, 9.21061
minionpar, 14, 047, NA, NA, 0, 0, 6.614, NA, 2532328666, 1, 0.002523, 19137553, 0.001099, 0, 2.64272, 9.25672
minionpar, 14, 048, NA, NA, 0, 0, 6.614, NA, 2631742607, 1, 0.000692, 22261739, 0.002124, 0, 2.62725, 9.24125
minionpar, 14, 049, NA, NA, 0, 0, 6.589, NA, 2723621577, 1, 0.001343, 25639875, 0.00178, 0, 2.65358, 9.24258
minionpar, 14, 050, NA, NA, 0, 0, 6.537, NA, 2806592109, 1, 0.002515, 29231363, 0.005683, 0, 2.65921, 9.19621
minionpar, 14, 051, NA, NA, 0, 0, 6.472, NA, 2879242135, 1, 0.002006, 32980735, 0.000147, 0, 2.61331, 9.08531
minionpar, 14, 052, NA, NA, 0, 0, 6.479, NA, 2940123908, 1, 0.001725, 36817019, 0.002295, 0, 2.63443, 9.113430000000001
minionpar, 14, 053, NA, NA, 0, 0, 6.687, NA, 2987800963, 1, 0.002455, 40654179, 0.003428, 0, 2.62628, 9.31328
minionpar, 14, 054, NA, NA, 0, 0, 6.709, NA, 3020867420, 1, 0.001346, 44392962, 0.001413, 0, 2.62059, 9.32959
minionpar, 14, 055, NA, NA, 0, 0, 9.053, NA, 3038005510, 1, 0.002874, 47923735, 0.002235, 0, 3.67692, 12.72992
minionpar, 14, 056, NA, NA, 0, 0, 25.709, NA, 3038003345, 1, 0.004909, 51130659, 0.001341, 0, 6.92705, 32.63605
minionpar, 14, 057, NA, NA, 0, 0, 6.568, NA, 3019819403, 1, 0.001594, 53895499, 0.006107, 0, 2.7061, 9.2741
minionpar, 14, 058, NA, NA, 0, 0, 6.522, NA, 2982623900, 1, 0.00178, 56103883, 0.001384, 0, 2.66551, 9.18751
minionpar, 14, 059, NA, NA, 0, 0, 6.545, NA, 2925864527, 1, 0.001846, 57651083, 0.001433, 0, 2.62606, 9.17106
minionpar, 14, 060, NA, NA, 0, 0, 16.107, NA, 2849304513, 1, 0.002977, 58449426, 0.001904, 0, 3.88319, 19.99019
minionpar, 14, 061, NA, NA, 0, 0, 6.489, NA, 2753113568, 1, 0.002632, 58434016, 0.001515, 0, 2.65459, 9.14359
minionpar, 14, 062, NA, NA, 0, 0, 6.584, NA, 2637877008, 1, 0.002639, 57568752, 0, 0, 2.62805, 9.21205
minionpar, 14, 063, NA, NA, 0, 0, 7.986, NA, 2504674808, 1, 0.001926, 55850308, 0.001101, 0, 3.02674, 11.01274
minionpar, 14, 064, NA, NA, 0, 0, 6.524, NA, 2355106271, 1, 0.000873, 53311557, 0.000818, 0, 2.6725, 9.1965
minionpar, 14, 065, NA, NA, 0, 0, 6.672, NA, 2191284775, 1, 0.001726, 50022072, 0, 0, 2.65298, 9.32498
minionpar, 14, 066, NA, NA, 0, 0, 6.598, NA, 2015841885, 1, 0.002703, 46086928, 0.00095, 0, 2.63949, 9.23749
minionpar, 14, 067, NA, NA, 0, 0, 6.519, NA, 1831861780, 1, 0.002635, 41642277, 0.003226, 0, 2.61048, 9.129480000000001
minionpar, 14, 068, NA, NA, 0, 0, 6.569, NA, 1642812828, 1, 0.000846, 36848884, 0.000985, 0, 2.65962, 9.22862
minionpar, 14, 069, NA, NA, 0, 0, 6.64, NA, 1452400252, 1, 0.002968, 31883087, 0.001603, 0, 2.63902, 9.27902
minionpar, 14, 070, NA, NA, 0, 0, 6.599, NA, 1264435308, 1, 0.002771, 26925705, 0.00186, 0, 2.65743, 9.25643
minionpar, 14, 071, NA, NA, 0, 0, 7.024, NA, 1082639840, 1, 0.001555, 22150177, 0, 0, 2.6566, 9.6806
minionpar, 14, 072, NA, NA, 0, 0, 6.42, NA, 910490544, 1, 0.002551, 17710326, 0.000294, 0, 2.61184, 9.031839999999999
minionpar, 14, 073, NA, NA, 0, 0, 6.463, NA, 751000727, 1, 0.00192, 13729404, 0.001235, 0, 2.6539, 9.116900000000001
minionpar, 14, 074, NA, NA, 0, 0, 16.148, NA, 606588767, 1, 0.004872, 10291806, 0.000494, 0, 6.11289, 22.26089
minionpar, 14, 075, NA, NA, 0, 0, 6.662, NA, 478952436, 1, 0.00261, 7438549, 0.001499, 0, 2.64167, 9.30367
minionpar, 14, 076, NA, NA, 0, 0, 6.591, NA, 369026400, 1, 0.002731, 5167568, 0.001974, 0, 2.68757, 9.27857
minionpar, 14, 077, NA, NA, 0, 0, 6.795, NA, 276909588, 1, 0.000346, 3438956, 0.000246, 0, 2.67309, 9.46809
minionpar, 14, 078, NA, NA, 0, 0, 6.721, NA, 201890687, 1, 0.001782, 2184374, 0.001078, 0, 2.7218, 9.4428
minionpar, 14, 079, NA, NA, 0, 0, 6.841, NA, 142097437, 1, 0.000797, 1319008, 0.003022, 0, 3.00852, 9.84952
minionpar, 14, 080, NA, NA, 0, 0, 10.12, NA, 94813141, 1, 0.006038, 753765, 0.00037, 0, 6.04983, 16.169829999999997
minionpar, 14, 081, NA, NA, 0, 0, 9.148, NA, 58583354, 1, 0.000782, 405551, 0.000355, 0, 2.36143, 11.50943
minionpar, 14, 082, NA, NA, 0, 0, 34.298, NA, 32691550, 1, 0.002445, 204183, 0.000396, 0, 2.11273, 36.41073
minionpar, 14, 083, NA, NA, 0, 0, 11.262, NA, 15809824, 1, 0.002787, 95482, 0, 0, 2.20542, 13.46742
minionpar, 14, 084, NA, NA, 0, 0, 10.876, NA, 6556319, 1, 0.000854, 41084, 0.000514, 0, 2.08782, 12.963819999999998
minionpar, 14, 085, NA, NA, 0, 0, 11.86, NA, 2268707, 1, 0.00122, 16068, 0.002706, 0, 2.19698, 14.05698
minionpar, 14, 086, NA, NA, 0, 0, 10.531, NA, 562095, 1, 0.00246, 5618, 9.6e-05, 0, 1.93358, 12.464580000000002
minionpar, 14, 087, NA, NA, 0, 0, 7.604, NA, 30219, 1, 0.003453, 1715, 0.001189, 0, 0.705553, 8.309553
minionpar, 14, 088, NA, NA, 0, 0, 5.482, NA, 3452, 1, 0.000399, 441, 0.001154, 0, 0.422016, 5.904016
minionpar, 14, 089, NA, NA, 0, 0, 5.451, NA, 358, 1, 0.000515, 90, 0, 0, 0.176262, 5.627262
minionpar, 14, 090, NA, NA, 0, 0, 3.719, NA, 26, 1, 0.000158, 13, 0, 0, 0.007112, 3.7261119999999996
minionpar, 14, 091, NA, NA, 0, 0, 3.655, NA, 1, 1, 2.3e-05, 1, 2.7e-05, 0, 0.00034, 3.65534
minionpar, 15, 000, NA, NA, 0, 0, 40.423, NA, 1, 1, 1.6e-05, 1, 1.4e-05, 0, 0.000128, 40.423128
minionpar, 15, 001, NA, NA, 0, 0, 40.32, NA, 4, 1, 0, 2, 0, 0, 0, 40.32
minionpar, 15, 002, NA, NA, 0, 0, 40.216, NA, 20, 1, 5.9e-05, 5, 0, 0, 0.001261, 40.217261
minionpar, 15, 003, NA, NA, 0, 0, 41.155, NA, 59, 1, 0.000163, 10, 0.000619, 0, 0.016595, 41.171595
minionpar, 15, 004, NA, NA, 0, 0, 41.551, NA, 199, 1, 0.000285, 20, 0.000719, 0, 0.054101, 41.605101000000005
minionpar, 15, 005, NA, NA, 0, 0, 43.446, NA, 465, 1, 0, 36, 0.000391, 0, 0.149725, 43.595724999999995
minionpar, 15, 006, NA, NA, 0, 0, 47.41, NA, 1408, 1, 0.000459, 65, 0.001095, 0, 0.328912, 47.738912
minionpar, 15, 007, NA, NA, 0, 0, 54.624, NA, 390160, 1, 0.002757, 110, 0.001834, 0, 3.29138, 57.91538
minionpar, 15, 008, NA, NA, 0, 0, 50.49, NA, 3483568, 1, 0.002301, 185, 0.005938, 0, 3.52787, 54.01787
minionpar, 15, 009, NA, NA, 0, 0, 50.567, NA, 8834166, 1, 0.001479, 300, 0.031689, 0, 3.6685, 54.2355
minionpar, 15, 010, NA, NA, 0, 0, 48.304, NA, 20194383, 1, 0.001739, 481, 0.016728, 0, 3.66151, 51.96551
minionpar, 15, 011, NA, NA, 0, 0, 47.78, NA, 34926245, 1, 0.003554, 752, 0.006755, 0, 3.79763, 51.57763
minionpar, 15, 012, NA, NA, 0, 0, 47.736, NA, 53119063, 1, 0.00357, 1165, 0.011651, 0, 3.79557, 51.531569999999995
minionpar, 15, 013, NA, NA, 0, 0, 44.896, NA, 80923785, 1, 0.002361, 1770, 0.009408, 0, 3.87547, 48.77147
minionpar, 15, 014, NA, NA, 0, 0, 44.894, NA, 110390911, 1, 0.003645, 2661, 0.008041, 0, 3.84528, 48.73928
minionpar, 15, 015, NA, NA, 0, 0, 45.158, NA, 145954724, 1, 0.001822, 3942, 0.003049, 0, 4.01684, 49.17484
minionpar, 15, 016, NA, NA, 0, 0, 43.06, NA, 190085056, 1, 0.003512, 5784, 0.012536, 0, 3.71667, 46.77667
minionpar, 15, 017, NA, NA, 0, 0, 43.849, NA, 244303882, 1, 0.003398, 8382, 0.592072, 0, 4.4226, 48.2716
minionpar, 15, 018, NA, NA, 0, 0, 9.07, NA, 310106085, 1, 0.001335, 12042, 0.006702, 0, 3.59413, 12.66413
minionpar, 15, 019, NA, NA, 0, 0, 44.027, NA, 389158242, 1, 0.003372, 17118, 0.884584, 0, 4.52865, 48.55565
minionpar, 15, 020, NA, NA, 0, 0, 8.695, NA, 483066374, 1, 0.003603, 24138, 0.084132, 0, 3.72458, 12.41958
minionpar, 15, 021, NA, NA, 0, 0, 8.585, NA, 593637534, 1, 0.001941, 33728, 0.002192, 0, 3.55951, 12.14451
minionpar, 15, 022, NA, NA, 0, 0, 8.647, NA, 722612679, 1, 0.003325, 46776, 0.002947, 0, 3.65677, 12.30377
minionpar, 15, 023, NA, NA, 0, 0, 8.673, NA, 871849541, 1, 0, 64346, 0.004267, 0, 3.61972, 12.29272
minionpar, 15, 024, NA, NA, 0, 0, 45.542, NA, 1043129085, 1, 0.002675, 87939, 0.008894, 0, 3.87256, 49.41456
minionpar, 15, 025, NA, NA, 0, 0, 11.484, NA, 1238499259, 1, 0.004107, 119306, 0.043617, 0, 6.76828, 18.25228
minionpar, 15, 026, NA, NA, 0, 0, 9.36, NA, 1459615974, 1, 0.00356, 160848, 0.402577, 0, 4.36001, 13.720009999999998
minionpar, 15, 027, NA, NA, 0, 0, 16.55, NA, 1708277488, 1, 0.003972, 215461, 0.013285, 0, 6.38549, 22.93549
minionpar, 15, 028, NA, NA, 0, 0, 9.384, NA, 1985937781, 1, 0.001382, 286965, 0.295619, 0, 4.22996, 13.61396
minionpar, 15, 029, NA, NA, 0, 0, 9.298, NA, 2294147385, 1, 0.002588, 379951, 0.004709, 0, 3.93693, 13.23493
minionpar, 15, 030, NA, NA, 0, 0, 8.632, NA, 2634202405, 1, 0.002244, 500446, 0.005844, 0, 3.59189, 12.223889999999999
minionpar, 15, 031, NA, NA, 0, 0, 9.16, NA, 3007271218, 1, 0.003481, 655656, 0.009684, 0, 3.88726, 13.04726
minionpar, 15, 032, NA, NA, 0, 0, 8.583, NA, 3414196016, 1, 0.002738, 854909, 0.002052, 0, 3.58168, 12.16468
minionpar, 15, 033, NA, NA, 0, 0, 8.65, NA, 3855686301, 1, 0.001461, 1109409, 0.002609, 0, 3.57966, 12.22966
minionpar, 15, 034, NA, NA, 0, 0, 14.987, NA, 4332133240, 1, 0.00401, 1433363, 0.005397, 0, 5.31395, 20.30095
minionpar, 15, 035, NA, NA, 0, 0, 8.679, NA, 4843716917, 1, 0.001276, 1843853, 0.001588, 0, 3.53327, 12.21227
minionpar, 15, 036, NA, NA, 0, 0, 8.704, NA, 5390394183, 1, 0.002695, 2362403, 0.007232, 0, 3.60473, 12.30873
minionpar, 15, 037, NA, NA, 0, 0, 8.692, NA, 5971954404, 1, 0.003298, 3014567, 0.00242, 0, 3.56031, 12.25231
minionpar, 15, 038, NA, NA, 0, 0, 44.733, NA, 6587671048, 1, 0.003334, 3832210, 0.003053, 0, 3.66749, 48.40049
minionpar, 15, 039, NA, NA, 0, 0, 8.495, NA, 7236607149, 1, 0.00353, 4853039, 0.001258, 0, 3.51311, 12.008109999999999
minionpar, 15, 040, NA, NA, 0, 0, 8.733, NA, 7917358933, 1, 0.002662, 6123185, 0.008592, 0, 3.57408, 12.307080000000001
minionpar, 15, 041, NA, NA, 0, 0, 9.217, NA, 8628314110, 1, 0.00347, 7696477, 0.002048, 0, 3.9391, 13.1561
minionpar, 15, 042, NA, NA, 0, 0, 8.686, NA, 9367450551, 1, 0.002149, 9637475, 0.000402, 0, 3.5859, 12.2719
minionpar, 15, 043, NA, NA, 0, 0, 8.637, NA, 10132457502, 1, 0.00166, 12020188, 0.00989, 0, 3.56766, 12.20466
